artist,title,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,genre_1,genre_2,genre_3,mood_1
Megalodon,Fatal Fist Punch - Original Mix,0.995,0.36,149.998,0.0928,0.000341,0.0171,4,0.442,6,233600,-0.498,0.393,1,Electronica,Dance & Club,Club Dance,Aggressive
Abbott & Costello,Football Game,0.58,0.892,87.704,0.933,0.99,0.0329,4,0.613,5,1558518,-9.573,0.496,0,Other,Comedy,Comedy,
The Doobie Brothers,Long Train Runnin',0.907,0.0918,117.283,0.0398,0.0972,0.00342,4,0.576,7,206306,-7.282,0.842,0,Rock,70's Rock,Classic Rock,Cool
Vic Mizzy & His Orchestra,The Addams Family Theme,0.508,0.155,114.133,0.0371,0.0229,0.898,4,0.638,2,119893,-13.217,0.53,1,Soundtrack,Original Film/TV Music,General Film Music,Upbeat
Father John Misty,Funtimes in Babylon,0.489,0.0948,104.598,0.0319,0.74,0,4,0.536,4,219893,-7.669,0.37,1,Alternative & Punk,Indie Rock,General Indie Rock,Sophisticated
Men Without Hats,Safety Dance,0.682,0.0517,102.118,0.0436,0.0237,0.00203,4,0.716,10,269373,-9.321,0.224,0,Alternative & Punk,New Wave Pop,New Wave Pop,Excited
LightShow,Need a Lighter,0.762,0.0985,140.013,0.275,0.00929,3.90E-06,4,0.804,10,263225,-4.206,0.34,0,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,
Celtic Frost,Inner Sanctum,0.936,0.292,114.364,0.0628,4.07E-06,0.757,4,0.273,9,315800,-7.95,0.467,1,Rock,Metal,Black Metal,Aggressive
Frank Ocean,Sweet Life,0.586,0.0824,83.711,0.21,0.28,0,4,0.531,11,262680,-6.01,0.787,1,Pop,Western Pop,Pop Vocal,Rowdy
King Arthur,Praise You - Chill Mix,0.705,0.129,100.025,0.0338,0.243,0.025,4,0.623,6,201600,-6.035,0.0358,1,Classical,Other Classical,Classical Choral,Somber
Greg Barley,One Morning In June,0.0381,0.11,104.4,0.0751,0.994,0.913,3,0.367,0,147883,-27.44,0.156,1,Traditional,Folk,Contemporary U.S. Folk,Lively
Magnus Lindberg,2 Coyotes: I.,0.0436,0.113,108.398,0.0429,0.994,0.89,3,0.294,7,325440,-26.042,0.0583,0,Classical,Renaissance Era,Renaissance Instrumental,Melancholy
(Hed) P.E.,Bartender,0.793,0.0799,96.047,0.0647,0.00219,3.49E-06,4,0.666,6,240880,-6.028,0.451,1,Rock,Metal,Rap Metal,Aggressive
Infant Sorrow,Inside Of You,0.594,0.15,75.998,0.0262,0.0101,0.000103,4,0.453,5,170187,-8.187,0.332,1,Soundtrack,Original Film/TV Music,General Film Music,
Trentemller,My Dreams feat. Marie Fisker - Acoustic Version,0.484,0.622,97.022,0.0271,0.764,0,4,0.518,7,227547,-9.524,0.384,1,Electronica,House,Tech House,Tender
Nonpoint,That Day,0.975,0.372,100.055,0.0827,0.000448,0.0431,4,0.527,5,210827,-4.524,0.577,0,Rock,Metal,Rap Metal,Aggressive
Russ,Losin Control,0.247,0.0968,97.013,0.145,0.51,0.000275,4,0.761,6,240065,-6.597,0.253,1,Urban,Western Hip-Hop/Rap,Underground Hip-Hop/Rap,
Radiohead,A Wolf At the Door,0.675,0.235,138.784,0.029,0.265,4.23E-06,3,0.48,7,201333,-7.134,0.363,1,Alternative & Punk,Brit Rock,Brit Rock,
Bury the Kings,Only,0.973,0.265,74.903,0.102,0.000123,0.000751,3,0.386,1,233400,-2.97,0.22,1,Pop,Western Pop,Other Pop,Easygoing
Of Monsters and Men,I Of The Storm,0.467,0.194,176.753,0.0316,0.154,0.0461,4,0.374,2,276867,-9.728,0.117,1,Alternative & Punk,Alternative Folk,Alternative Folk,Melancholy
Matt Simons,Lose Control,0.785,0.11,107.007,0.0344,0.0374,0.00279,4,0.689,8,193488,-4.1,0.34,1,Pop,Western Pop,Adult Alternative Pop,
Johann Sebastian Bach,"Concerto en r mineur, BWV 974: II. Adagio",0.0322,0.104,67.872,0.0435,0.992,0.955,4,0.354,2,253413,-27.492,0.0611,0,Classical,Baroque Era,Baroque Instrumental,Peaceful
Lo-Fang,Boris,0.315,0.0927,121.638,0.0506,0.713,0.00156,4,0.571,2,217840,-12.991,0.147,1,Alternative & Punk,Synth Pop,Synth Pop,Melancholy
Martin O'Donnell,Never Forget,0.0724,0.101,85.743,0.038,0.968,0.87,3,0.0956,3,187680,-22.319,0.0375,1,Soundtrack,Game Music,Game Music,Romantic
The Beatles,A Day In The Life - Remastered 2009,0.457,0.922,163.219,0.0675,0.29,0.000106,4,0.364,4,337413,-14.162,0.162,0,Rock,60's Rock,British Invasion,Brooding
Curtis Stigers,Love Is Here To Stay,0.134,0.145,80.874,0.0372,0.883,6.11E-05,4,0.638,7,259573,-13.352,0.357,0,Jazz,Jazz Vocals,Jazz Vocals,Melancholy
Dexys Midnight Runners,Come On Eileen,0.658,0.264,106.799,0.0472,0.648,3.14E-06,4,0.45,2,287307,-7.064,0.787,1,Alternative & Punk,New Wave Rock,New Wave Rock,Upbeat
Above & Beyond,Prelude - ABGT Mix,0.877,0.525,132.1,0.0533,0.0296,0.0207,4,0.481,11,276457,-9.893,0.25,0,Electronica,Trance,Trance,Excited
Giovanni Buonaventura Viviani,Sonata prima for Trumpet and Continuo: 3. (Presto),0.0975,0.137,89.661,0.037,0.953,0.516,4,0.425,0,84107,-25.155,0.455,1,Classical,Other Classical,Other Classical Instrumental,Tender
The Human League,Don't You Want Me - 2002 - Remaster,0.744,0.181,117.651,0.0391,0.184,0,4,0.734,9,238000,-8.103,0.961,0,Alternative & Punk,Synth Pop,Synth Pop,Fiery
Disturbing Tha Peace,Move B***h - Album Version (Edited),0.743,0.101,177.615,0.172,0.181,0,4,0.582,8,271627,-5.598,0.139,1,Urban,Western Hip-Hop/Rap,Southern Rap,
Shawn Mendes,Treat You Better,0.817,0.105,83.015,0.386,0.128,0,4,0.448,10,187973,-4.069,0.718,0,Pop,Western Pop,Teen Pop,Rowdy
Igor Stravinsky,The Rite of Spring: Part Two: The Sacrifice: Sacrificial Dance (The Chosen One),0.457,0.154,135.662,0.104,0.869,0.858,4,0.485,2,275180,-14.464,0.325,0,Classical,Other Classical,General Classical,Serious
Michael Jackson,Billie Jean - Single Version,0.654,0.0359,117.046,0.0401,0.0236,0.0158,4,0.92,11,293827,-3.051,0.856,0,Urban,Contemporary R&B/Soul,Pop Soul,Energizing
Jakwob,Feel So Good,0.814,0.0543,120.991,0.0656,0.00166,0.636,4,0.801,10,257851,-7.289,0.605,0,Electronica,House,U.K. Garage,Energizing
Kenny Dorham,Alone Together,0.198,0.134,59.936,0.0327,0.987,0.9,4,0.377,10,188920,-11.581,0.243,0,Jazz,Bebop & Modern Jazz,Hard Bop,Sentimental
Young the Giant,My Body,0.909,0.456,129.774,0.0929,0.0011,1.02E-05,4,0.488,10,244400,-6.591,0.642,1,Alternative & Punk,Alternative,Alternative Rock,Defiant
Wolfgang Amadeus Mozart,"Concerto for Piano and Orchestra No. 22, K. 482: III. Allegro",0.154,0.137,153.899,0.0408,0.982,0.925,3,0.288,3,765987,-20.817,0.21,1,Classical,Other Classical,Classical Solo Instrumental,Tender
Dietrich Buxtehude,"Praeludium in G, BuxWV 150",0.122,0.0832,92.21,0.0339,0.516,0.725,3,0.142,8,415373,-20.653,0.118,0,Classical,Other Classical,Classical Solo Instrumental,Romantic
Thomas Ads,Traced overhead Op. 15 (1990): Sursum,0.015,0.142,72.704,0.0362,0.978,0.929,1,0.204,0,45933,-44.727,0.0576,1,Classical,Contemporary Era,Contemporary Era Instrumental,Tender
Sid Vicious,My Way,0.887,0.806,166.411,0.0688,0.000548,0.399,3,0.218,11,76600,-9.03,0.249,1,Alternative & Punk,Punk,General Punk,Excited
Lia Marie Johnson,DNA,0.385,0.13,89.999,0.0288,0.673,0,4,0.529,1,217320,-7.517,0.181,1,Pop,Western Pop,Teen Pop,
The Secret Sisters,Iuka,0.692,0.105,112.683,0.0304,0.00864,0.00301,4,0.52,7,282147,-7.339,0.252,1,Traditional,Country,General Country,Brooding
Ryan Adams,"New York, New York",0.797,0.146,106.188,0.0339,0.0603,5.69E-05,4,0.551,9,226693,-8.274,0.382,1,Rock,Alternative Roots,Alt Country,Yearning
Cash Cash,How To Love (feat. Sofia Reyes) - Hellberg Remix,0.8,0.11,127.931,0.0572,0.0262,0.00989,4,0.578,9,202539,-6.519,0.458,1,Electronica,House,Progressive House,Excited
Franz Joseph Haydn,"Symphony No. 99 in E-Flat Major, Hob.I:99: II. Adagio",0.0264,0.0943,114.675,0.0411,0.982,0.504,4,0.25,7,457027,-21.332,0.0784,1,Classical,Other Classical,General Classical,Tender
Ji-min,Call You Bae,0.823,0.473,89.711,0.252,0.0516,0,4,0.533,6,216999,-4.109,0.705,1,Pop,Western Pop,Pop Vocal,
Oasis,Don't Look Back In Anger,0.916,0.117,164.005,0.0703,0.0331,3.82E-06,4,0.346,0,287827,-3.588,0.259,1,Alternative & Punk,Brit Pop,Brit Pop,Empowering
The Isley Brothers,Fight the Power - Pt. 1 & 2,0.745,0.0886,126.433,0.164,0.0702,0.00664,4,0.792,11,320093,-7.78,0.768,0,Urban,Classic R&B/Soul,Classic Soul,Cool
Charlie Wilson,Let's Chill,0.568,0.0768,75.008,0.0473,0.0245,0,4,0.642,8,302440,-5.628,0.591,1,Urban,Contemporary R&B/Soul,Urban AC,Sensual
The Verve,Lucky Man,0.605,0.0937,75.97,0.0312,0.358,0.000453,4,0.393,2,293493,-8.297,0.204,1,Alternative & Punk,Indie Rock,Neo-Psychedelic,Empowering
Hideki Naganuma,Fly Like a Butterfly,0.921,0.325,139.946,0.0467,0.00459,0.783,4,0.513,9,201015,-5.918,0.975,1,Pop,Western Pop,Pop Vocal,Aggressive
Taj Mahal,Tear This Cabin Down,0.465,0.203,128.225,0.073,0.413,0.103,4,0.664,0,337653,-10.452,0.34,0,Traditional,Acoustic Blues,General Acoustic Blues,Sensual
Bobby Freeman,Do You Wanna Dance,0.689,0.0996,164.919,0.0636,0.885,0.00151,4,0.518,0,157360,-8.962,0.968,1,Rock,50's Rock,Early Rock & Roll,Fiery
Knee Deep,All About Love - Knee Deep Vocal Mix,0.603,0.0371,124.003,0.0508,0.00662,0.76,4,0.8,5,356129,-10.77,0.954,0,Pop,Western Pop,Pop Vocal,Sensual
Phela,Zurck nach damals,0.542,0.147,113.957,0.0491,0.203,0.000234,4,0.819,6,181293,-10.32,0.367,1,Pop,Western Pop,Pop Vocal,Yearning
Widespread Panic,Climb to Safety,0.882,0.124,105.059,0.0482,0.14,4.68E-06,4,0.484,2,281640,-4.456,0.766,1,Rock,Jam Bands,Jam Bands,Gritty
The Room Colored Charlatan,Perception I: An Awareness,0.992,0.0983,109.761,0.212,0.0016,0.00662,4,0.318,10,233900,-2.43,0.114,0,Rock,Metal,Progressive Metal,
The Civil Wars,Tip Of My Tongue - Live at Eddie's Attic,0.543,0.659,113.984,0.181,0.848,0,4,0.537,4,200120,-9.504,0.7,0,Traditional,Country,Americana,Sophisticated
D'Angelo,Devil's Pie,0.458,0.711,92.088,0.232,0.00269,0.0013,4,0.915,10,321707,-8.458,0.554,0,Urban,Contemporary R&B/Soul,Neo-Soul,Cool
Kris Orlowski,Walking in My Sleep,0.46,0.108,92.015,0.0278,0.0178,0.00284,4,0.592,1,247307,-11.002,0.284,1,Pop,Western Pop,Pop Vocal,Brooding
P-Square,Personally,0.752,0.0943,160.268,0.295,0.09,0.000311,5,0.572,6,194787,-3.962,0.965,0,Pop,African Pop,West African Pop,Energizing
Korn,Falling Away from Me,0.772,0.195,104.214,0.0417,0.00015,0.000428,4,0.46,9,270707,-7.579,0.161,1,Rock,Metal,Rap Metal,Defiant
DJ Mustard,Lil Baby,0.474,0.449,100.036,0.0528,0.377,1.26E-06,4,0.657,2,259413,-8.977,0.328,1,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,
Eric Prydz,Mija - Re-scored,0.984,0.105,125.011,0.0439,3.58E-05,0.896,4,0.493,5,391427,-3.995,0.0294,1,Electronica,House,Progressive House,Excited
AC/DC,Thunderstruck,0.892,0.207,133.479,0.0352,0.000128,0.0218,4,0.493,4,292413,-5.601,0.26,1,Rock,Hard Rock,General Hard Rock,Defiant
Andrea da Firenze,Dolce speranza d'amoroso foco,0.0378,0.107,81.148,0.0467,0.95,0,3,0.289,9,193453,-24.699,0.317,0,Classical,Other Classical,General Classical,Tender
Yuck,Get Away,0.697,0.246,133.014,0.038,0.00259,0.428,4,0.475,9,215573,-2.268,0.552,1,Alternative & Punk,Indie Rock,General Indie Rock,Brooding
Franz Schubert,"Nachtstck, D. 672",0.0413,0.0865,84.532,0.0587,0.985,5.89E-05,4,0.273,0,328453,-23.291,0.0378,0,Classical,Other Classical,Classical Solo Instrumental,
Thelonious Monk,"Ruby, My Dear",0.131,0.187,65.905,0.0295,0.959,0.885,4,0.461,10,381520,-14.808,0.103,1,Jazz,Bebop & Modern Jazz,Bebop,Sophisticated
The Lowest Pair,Sweet Breath,0.489,0.0937,149.774,0.0359,0.774,0.016,4,0.441,2,183987,-10.759,0.593,1,Traditional,Folk,Traditional U.S. Folk,Gritty
Folk Uke,Motherfucker Got Fucked Up,0.141,0.109,119.637,0.0486,0.951,0,4,0.594,0,137627,-14.458,0.489,1,Alternative & Punk,Alternative Folk,Alternative Folk,Easygoing
Ludwig van Beethoven,"Cello Sonata No. 3 in A Major, Op. 69: II. Scherzo: Allegro molto",0.159,0.152,100.1,0.0429,0.984,0.927,4,0.421,4,319373,-22.324,0.331,1,Classical,Classical Era,Classical Era Instrumental,Stirring
New Found Glory,Vicious Love (feat. Hayley Williams),0.907,0.145,109.962,0.0552,0.00818,2.67E-05,4,0.615,5,197225,-2.908,0.698,1,Alternative & Punk,Punk,Pop Punk,Urgent
Jerry Folk,Where I'm Going,0.222,0.0957,99.064,0.0515,0.534,0.000752,4,0.773,7,175053,-8.611,0.279,1,Other,Comedy,Comedy,Other
Photay,Zeitgebers,0.772,0.088,119.988,0.132,0.397,0.923,4,0.789,7,351628,-8.86,0.46,1,Electronica,Techno,Intelligent (IDM),Energizing
The Lumineers,Slow It Down,0.064,0.0859,142.436,0.0374,0.929,0,4,0.428,1,307000,-14.42,0.108,1,Alternative & Punk,Alternative Folk,Alternative Folk,Melancholy
Dirty South,All of Us (Klahr Remix) [feat. ANIMA!],0.849,0.617,106.038,0.0863,0.0332,0,4,0.54,11,267170,-5.485,0.202,0,Electronica,House,Progressive House,Excited
Shear,Stillness,0.832,0.1,134.876,0.0424,0.000379,0.000867,4,0.504,0,296813,-6.32,0.122,0,Rock,Metal,Heavy Metal,Defiant
Drew Baldridge,Rebound,0.795,0.224,135.97,0.0302,0.166,4.23E-06,4,0.599,11,271493,-4.47,0.559,0,Traditional,Country,Contemporary Country,Yearning
Adam Rafferty,Affirmatiion,0.16,0.101,111.654,0.0465,0.73,0.818,4,0.696,2,247813,-18.698,0.46,1,Other,New Age,New Acoustic,Peaceful
Blot,Sound of the Horde,0.872,0.0787,142.599,0.0684,3.14E-06,0.871,3,0.347,4,397213,-6.599,0.29,0,Pop,Western Pop,Pop Vocal,Stirring
Wolfgang Amadeus Mozart,"String Quintet in G Minor, K.516: 1. Allegro",0.137,0.0705,137.515,0.0398,0.972,0.15,4,0.402,7,644000,-16.55,0.238,0,Classical,Classical Era,Classical Era Instrumental,Stirring
Berlin After Midnight,All Night Long,0.955,0.161,110.003,0.0434,0.0234,0,4,0.615,11,215487,-2.186,0.807,0,Rock,Mainstream Rock,General Mainstream Rock,Defiant
Ben Howard,Keep Your Head Up,0.588,0.111,160.309,0.039,0.478,2.29E-05,4,0.43,4,264547,-9.024,0.402,0,Alternative & Punk,Alternative Folk,Alternative Folk,Romantic
Lukr,Fucked up Summer,0.526,0.153,135.987,0.0281,0.0776,2.23E-06,4,0.484,1,215040,-5.77,0.247,1,Alternative & Punk,Alternative,Alternative Rock,Defiant
A Flock Of Seagulls,Space Age Love Song,0.744,0.21,139.959,0.0311,3.62E-05,0.106,4,0.447,2,226693,-4.613,0.579,1,Alternative & Punk,New Romantic,New Romantic,Excited
Dalindo,Slavic Souls,0.699,0.0649,124.418,0.0463,0.0743,0.278,4,0.719,1,160893,-7.568,0.738,1,Jazz,Bebop & Modern Jazz,Modern Jazz,Sensual
Marc Shaiman,An Affair To Remember,0.271,0.237,92.81,0.0369,0.858,0.723,4,0.113,7,149840,-15.213,0.0494,1,Other,Reggae,Dancehall,Cool
Nathan Reich,Chandelier Love,0.324,0.31,111.549,0.0298,0.814,0.372,4,0.433,3,263880,-10.831,0.307,1,Traditional,Folk,Contemporary U.S. Folk,Easygoing
Crypsis,Torture,0.966,0.245,150.03,0.115,0.263,0.0843,4,0.576,5,281613,-3.161,0.235,1,,,,Aggressive
Leon Vynehall,Paradisea,0.904,0.285,119.977,0.036,0.00324,0.814,4,0.724,5,398337,-7.266,0.804,0,Electronica,House,Deep House,Energizing
John Coltrane,My Shining Hour,0.345,0.321,112.766,0.0484,0.72,5.18E-05,4,0.65,9,288986,-12.921,0.646,0,Jazz,Bebop & Modern Jazz,Post-Bop,Lively
Carmen McRae,Just A Little Lovin',0.41,0.11,115.25,0.0519,0.774,3.45E-06,3,0.433,4,132987,-13.084,0.449,0,Jazz,Jazz Vocals,Jazz Vocals,Sentimental
Pleasurekraft,There Is No Safe Word,0.878,0.207,124.008,0.0419,0.000439,0.872,4,0.799,11,550174,-8.832,0.0516,0,Electronica,House,Tech House,Energizing
Herbie Hancock,Doin' It,0.882,0.0185,98.424,0.0539,0.109,0.684,4,0.739,11,482720,-11.946,0.943,0,Jazz,Contemporary Jazz & Fusion,Jazz Funk,Energizing
Shania Twain,From This Moment On - Pop On-Tour Version,0.531,0.144,135.697,0.0264,0.406,0,4,0.441,2,235107,-5.285,0.234,1,Traditional,Country,Contemporary Country,
Duke Ellington,Harlem Air Shaft,0.556,0.377,191.535,0.117,0.818,0.000712,4,0.447,5,185360,-11.425,0.685,0,Jazz,Big Band & Swing,Big Band,Lively
Martin Garrix,Forbidden Voices - Original Mix,0.711,0.135,128.102,0.0368,0.05,0.0031,4,0.534,10,230635,-5.927,0.282,0,Electronica,House,Progressive House,Excited
Shakira,Can't Remember to Forget You,0.81,0.141,137.968,0.0661,0.122,0,4,0.694,11,206867,-3.556,0.815,0,Pop,Western Pop,Adult Alternative Pop,Urgent
Terra del Sol,Shaped,0.453,0.603,169.468,0.0406,0.0339,0.846,4,0.612,8,250333,-10.43,0.526,1,Electronica,"Downtempo, Lounge & Ambient",Ambient Electronica,Gritty
Professor Kliq,Plastic and Flashing Lights,0.913,0.109,115.031,0.0556,0.0122,0.852,4,0.71,10,280987,-10.322,0.716,1,Electronica,Trance,Trance,
Arcade High,Outrun This!,0.816,0.391,122.022,0.0391,0.000161,0.836,3,0.395,9,249836,-8.446,0.261,0,Soundtrack,Original Film/TV Music,Musical Film/TV Music,Energizing
Scorpions,Rock You Like A Hurricane,0.601,0.249,125.619,0.0486,0.00853,0.000187,4,0.482,7,252493,-12.846,0.766,1,Rock,Hard Rock,General Hard Rock,Rowdy
Lady Antebellum,Need You Now,0.622,0.2,107.943,0.0303,0.0927,0.000636,4,0.587,4,277573,-5.535,0.225,1,Traditional,Country,Contemporary Country,Yearning
Lacrimas Profundere,Be Mine In Tears,0.933,0.128,184.99,0.049,4.78E-05,0.0255,4,0.344,1,205227,-4.536,0.366,0,Rock,Metal,Gothic Metal,Defiant
Fiji,I'll Be All Yours,0.643,0.109,78.537,0.0882,0.389,0,4,0.519,7,247867,-6.536,0.723,1,Pop,Western Pop,World Pop Fusion,Cool
Various Artists,Live Sets and New Music,0.641,0.405,115.698,0.468,0.751,0,3,0.671,9,37904,-5.906,0.946,1,Other,Reggae,Other Reggae,Aggressive
X Ambassadors,Renegades,0.868,0.27,180.261,0.203,0.0112,0.0685,4,0.4,11,195199,-5.988,0.567,0,Rock,Adult Alternative Rock,Adult Alternative Rock,Brooding
Ron Funches,Not Tough,0.701,0.848,78.156,0.932,0.759,8.06E-06,1,0.5,3,141802,-16.453,0.166,1,Other,Comedy,Comedy,Other
Bill Withers,Lovely Day,0.563,0.148,97.974,0.033,0.188,0.00608,4,0.684,9,246787,-10.891,0.775,1,Urban,Classic R&B/Soul,Classic Soul,Easygoing
Speaker Of The House,"Awake, Asleep",0.845,0.144,99.971,0.0397,0.0205,0.00227,4,0.662,6,224680,-5.875,0.265,1,Electronica,House,Deep House,Excited
Jean Sibelius,"Pelleas and Melisande Suite, Op. 46, JS 147: Act V Scene 2: Prelude: Andante",0.00976,0.0589,61.581,0.0413,0.957,0.965,4,0.155,2,444547,-29.809,0.0326,0,Classical,Other Classical,General Classical,Serious
Anastacia,Paid My Dues,0.729,0.128,97.035,0.0338,0.11,3.72E-06,4,0.702,1,200800,-3.289,0.753,0,Pop,Western Pop,Dance Pop,Urgent
R. Kelly,Bump n' Grind,0.446,0.332,129.927,0.0351,0.286,0.0135,1,0.754,3,262440,-8.512,0.527,0,Urban,Contemporary R&B/Soul,Urban Crossover,Sensual
Tritonal,Set It On Fire,0.893,0.0827,126.982,0.0403,0.0057,0.00426,4,0.493,11,224882,-4.858,0.229,1,Electronica,Trance,Trance,Upbeat
Skillet,Hero,0.967,0.336,142.018,0.0995,0.00791,0,4,0.533,1,186813,-2.543,0.786,1,Other,Religious,Christian Alt-Rock,Urgent
Dag Wirn,"Serenade for String Orchestra, Op. 11: I. Preludium: Allegro molto",0.132,0.113,129.443,0.0394,0.796,0.77,4,0.444,0,193933,-21.614,0.183,1,Classical,Other Classical,General Classical,Serious
Jerry Martin,Building,0.653,0.113,125.002,0.0404,0.941,0.901,3,0.683,2,361173,-13.11,0.324,1,Soundtrack,Game Music,Game Music,Easygoing
Tove Lo,Habits (Stay High),0.653,0.0823,110.045,0.0307,0.069,6.00E-05,4,0.729,5,209160,-3.447,0.412,1,Electronica,Electronica Mainstream,Pop Electronica,Sophisticated
Buffy Sainte-Marie,Universal Soldier,0.283,0.126,97.651,0.0391,0.721,0,4,0.518,8,139800,-13.715,0.724,1,Traditional,Folk,Contemporary U.S. Folk,Sophisticated
Deep Active Sound,Departure,0.6,0.191,122.034,0.128,0.0562,0.888,4,0.823,6,385574,-9.676,0.537,0,Electronica,Dance & Club,Club Dance,Energizing
A$AP Rocky,F**kin' Problems,0.687,0.114,96.006,0.263,0.0208,1.00E-06,4,0.869,1,233787,-6.816,0.668,1,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,Cool
Pantera,Cowboys From Hell,0.908,0.082,114.816,0.0765,0.00437,0.0345,4,0.415,2,243533,-9.701,0.441,1,Rock,Metal,Thrash Metal,Aggressive
Mayhem,Freezing Moon,0.975,0.0884,90.921,0.111,2.67E-05,0.606,4,0.16,4,383053,-9.1,0.113,1,Rock,Metal,Black Metal,Aggressive
Eek-A-Mouse,Wa Do Dem,0.634,0.17,77.508,0.0568,0.354,0,4,0.848,0,233347,-7.112,0.809,1,Other,Reggae,Dancehall,Cool
Daniel Lentz,51 Nocturnes,0.00401,0.0757,68.882,0.0512,0.994,0.917,4,0.376,0,917507,-25.072,0.0378,1,Classical,Other Classical,Classical Solo Instrumental,Serious
Rihanna,Pon De Replay,0.64,0.101,99.019,0.159,0.000155,0.00077,4,0.779,7,246960,-8.415,0.515,1,Urban,Contemporary R&B/Soul,Urban Crossover,Energizing
Nikki Giovanni,I've Decided to Make Jesus My Choice (Alabama Poem),0.397,0.135,68.133,0.0969,0.852,0.00391,4,0.422,1,179760,-16.183,0.441,1,Other,Spoken Word,General Spoken Word,Stirring
Bon Iver,666,0.341,0.187,110.005,0.034,0.899,0.0309,4,0.634,1,252000,-12.356,0.165,0,Alternative & Punk,Alternative Folk,Alternative Folk,Empowering
Syd Arthur,Into Eternity,0.556,0.082,135.376,0.0321,0.247,0.0173,4,0.278,9,316507,-7.434,0.14,0,Rock,70's Rock,Art Rock,
Albert King,The Sky Is Crying,0.544,0.271,181.318,0.083,0.223,0.0866,3,0.437,6,251573,-12.254,0.754,1,Traditional,Electric Blues,Memphis Blues,Cool
What So Not,Lone (feat. JOY.),0.705,0.135,76.579,0.0709,0.124,0.000266,4,0.421,1,237031,-6.365,0.178,1,Electronica,House,U.K. Garage,Excited
Sage Armstrong,Quest To The West - Original Mix,0.544,0.0751,129.978,0.0791,0.00848,0.325,4,0.791,9,290039,-7.055,0.253,1,Electronica,House,General House,
Siouxsie and the Banshees,Hong Kong Garden,0.668,0.17,146.615,0.03,0.00381,0.0307,4,0.618,0,173520,-10.312,0.685,1,Alternative & Punk,Indie Rock,Original Post-Punk,Upbeat
Ryan Adams,Gimme Something Good,0.792,0.184,184.249,0.0357,0.0335,0.00117,4,0.397,11,234893,-4.148,0.69,0,Rock,Alternative Roots,Alt Country,Brooding
The Bamboos,On The Sly,0.9,0.606,88.49,0.0574,0.0471,0.000646,4,0.564,11,215387,-9.906,0.865,1,Urban,Classic R&B/Soul,R&B/Soul,Energizing
Everything But The Girl,Missing,0.505,0.262,123.693,0.0301,0.132,0,4,0.68,9,244986,-9.771,0.74,0,Pop,Western Pop,Adult Contemporary,Sensual
Brad Mehldau,London Blues,0.255,0.0591,79.761,0.0492,0.702,0.894,4,0.455,6,422067,-18.989,0.291,1,Jazz,Bebop & Modern Jazz,Post-Bop,Sentimental
Lisa Loeb & Nine Stories,Stay,0.607,0.126,80.396,0.0496,0.475,0,4,0.67,1,184333,-6.827,0.367,1,Pop,Western Pop,Adult Alternative Pop,
Marcus Roberts,Love Is Here To Stay,0.14,0.497,123.16,0.0653,0.503,0.823,4,0.676,2,346107,-25.017,0.471,1,Jazz,Bebop & Modern Jazz,Post-Bop,
John Coltrane,Lush Life,0.264,0.112,104.707,0.0344,0.923,0.499,4,0.479,1,834840,-10.107,0.197,1,Jazz,Bebop & Modern Jazz,Post-Bop,Sentimental
Koji Kondo,Super Mario Galaxy: Gusty Garden Galaxy,0.316,0.294,153.897,0.0368,0.792,0.963,4,0.249,1,229777,-14.587,0.321,1,Soundtrack,Original Film/TV Music,General Film Music,Sensual
The Cure,Friday I'm In Love,0.762,0.338,136.203,0.0342,0.000972,0.000116,4,0.526,0,214400,-12.437,0.494,0,Alternative & Punk,Alternative,Alternative Rock,Empowering
Yotto,Cooper's Cup,0.874,0.134,123,0.0428,0.00525,0.875,4,0.623,1,355100,-6.452,0.0933,1,Electronica,House,Deep House,Excited
Boys Noize,Euphoria,0.745,0.0375,119.955,0.0429,0.00263,0.00222,4,0.844,8,273771,-6.294,0.175,0,Electronica,House,Tech House,Cool
Bart Skils,Black Vans,0.782,0.113,126.011,0.0695,0.0148,0.96,4,0.804,4,472911,-9.218,0.108,1,Electronica,Techno,General Techno,Energizing
Dolly Parton,To Know Him Is To Love Him - Remastered,0.196,0.0948,174.656,0.0327,0.767,0.000539,3,0.323,8,227013,-16.247,0.353,1,Traditional,Classic Country,Neo-Traditional Country,Empowering
Giacomo Puccini,Madama Butterfly / Act 1: Tutti zitti!,0.111,0.635,63.033,0.0453,0.936,0.0148,5,0.324,0,192308,-21.177,0.133,1,Classical,Romantic Era,Romantic Era Vocal,Stirring
Above & Beyond,You Got To Go,0.458,0.171,132.019,0.0303,0.849,0.000102,4,0.477,0,338611,-11.254,0.243,0,Electronica,Trance,Trance,Excited
Parachute,Without You,0.857,0.188,95.996,0.0333,0.0918,0,4,0.566,4,228933,-5.156,0.517,1,Pop,Western Pop,Adult Alternative Pop,Upbeat
Filter,(Can't You) Trip Like I Do,0.967,0.683,119.582,0.224,9.45E-05,0.00923,4,0.343,8,268800,-5.45,0.166,1,Rock,Metal,Nu-Metal,Somber
