artist,title,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,genre_1,genre_2,genre_3,mood_1
Hayden James,Something About You - Charles Webster Club Mix,0.877,0.0951,119.989,0.0352,0.0209,0.365,4.0,0.619,5,479840,-7.428,0.0911,1,Electronica,House,U.K. Garage,Excited
Fifth Harmony,Worth It,0.765,0.118,99.987,0.0882,0.063,7.04e-06,4.0,0.884,8,224573,-3.865,0.555,1,Pop,Western Pop,Urban Crossover: Pop,Energizing
Vincent Youmans,Tea for Two,0.264,0.123,170.968,0.0373,0.957,0.931,4.0,0.297,8,190093,-17.96,0.263,1,Soundtrack,Original Film/TV Music,General Film Music,Lively
Armsbendback,Countdown To The End Of The World,0.973,0.244,126.419,0.0555,3.4e-06,0.00013,4.0,0.24,7,163533,-2.869,0.42,1,Alternative & Punk,Emo & Hardcore,Emo,Defiant
Mike Perry,The Ocean,0.575,0.104,90.037,0.029,0.0225,1.81e-06,4.0,0.632,5,183414,-6.478,0.229,1,Electronica,"Downtempo, Lounge & Ambient",Neo-Lounge,Excited
Wovenwar,World on Fire,0.974,0.329,170.021,0.168,2.77e-05,2.63e-06,4.0,0.36,9,197800,-3.252,0.193,1,Alternative & Punk,Emo & Hardcore,Hardcore,Aggressive
California,California Traveler,0.74,0.106,136.234,0.0283,0.399,0.905,4.0,0.417,2,308773,-9.159,0.724,1,Traditional,Country,General Country,Lively
Timaya,Sanko,0.841,0.0795,103.06,0.0985,0.0326,0.00396,4.0,0.698,5,189840,-1.989,0.972,1,nan,nan,nan,Urgent
Russ,Losin Control,0.25,0.101,96.992,0.124,0.558,0.000215,4.0,0.761,6,237840,-6.652,0.249,1,Urban,Western Hip-Hop/Rap,Underground Hip-Hop/Rap,nan
"Lee ""Scratch"" Perry",Fisher Man Dub,0.584,0.107,83.769,0.0486,0.0238,0.0798,4.0,0.73,7,218680,-7.441,0.431,1,Other,Reggae,Dub,nan
Dr. Dre,Still D.R.E.,0.779,0.0605,93.43,0.235,0.175,0.000671,4.0,0.814,11,268005,-3.271,0.53,1,Urban,Western Hip-Hop/Rap,Gangsta Rap,Cool
Paul Brandt,I'm an Open Road (feat. Jess Moskaluke),0.792,0.23,114.92,0.0426,0.203,0.185,4.0,0.505,2,234413,-5.935,0.19,1,Traditional,Country,Contemporary Country,Upbeat
George Frideric Handel,"Water Music, Suite No. 2, HWV 349: XII. [Alla Hornpipe]",0.244,0.0984,132.097,0.0364,0.925,0.269,3.0,0.523,1,223773,-16.461,0.671,1,Classical,Other Classical,General Classical,nan
Tropical Nation,Can't Control It! - Extended Dub mix,0.685,0.0787,115.01,0.0517,0.00917,0.836,4.0,0.789,8,318167,-9.779,0.485,1,Electronica,House,General House,Energizing
Tritonal,Still With Me - Seven Lions Remix,0.881,0.155,137.946,0.0822,0.0131,0.0296,4.0,0.242,8,316535,-5.574,0.0629,1,Electronica,Trance,Trance,Excited
Deorro,Bailar,0.891,0.0569,128.065,0.227,0.0249,6.48e-06,4.0,0.75,9,160305,-3.738,0.56,1,Other,Latin Pop,General Latin Pop,Excited
Sleeper Agent,Waves,0.792,0.0763,117.981,0.0314,0.0516,5.94e-06,4.0,0.647,2,214160,-3.993,0.565,1,Alternative & Punk,Alternative,Alternative Pop,Empowering
Courtney Barnett,Pedestrian at Best,0.854,0.372,136.067,0.0405,4.61e-06,5.72e-05,4.0,0.479,11,230560,-6.101,0.55,1,Alternative & Punk,Indie Rock,General Indie Rock,Aggressive
Orkidea,Nana (Jerome Isma-Ae Remix),0.734,0.0758,126.0,0.0588,0.000165,0.934,4.0,0.65,7,411054,-6.905,0.333,1,Electronica,Trance,Trance,Energizing
Floetry,Hey You,0.395,0.0951,133.546,0.0725,0.0728,0.000614,1.0,0.427,2,304000,-9.065,0.15,1,Urban,Contemporary R&B/Soul,Neo-Soul,Sensual
Richard Buckner,Escape,0.257,0.232,155.247,0.0354,0.913,0.0451,4.0,0.495,2,213438,-14.5,0.328,1,Rock,Alternative Roots,Alt Country,Yearning
Muddy Waters,Mean Red Spider,0.329,0.0987,94.683,0.0788,0.988,0.268,4.0,0.779,7,136680,-9.24,0.438,1,Traditional,Electric Blues,Chicago Blues,Gritty
Danielle Nicole,Wandering Heart,0.45,0.184,91.986,0.0352,0.483,0.00551,4.0,0.531,3,299893,-8.062,0.511,1,Traditional,Electric Blues,General Blues,Gritty
Bloodboy,Hey Kid,0.924,0.0587,105.03,0.0329,0.0347,0.0321,4.0,0.664,1,194507,-4.094,0.522,1,Electronica,Electronica Mainstream,Pop Electronica,nan
Shaggy,Boombastic,0.793,0.356,158.554,0.25,0.238,1.27e-05,4.0,0.854,2,250200,-8.25,0.792,1,Other,Reggae,Other Reggae,Energizing
The Six Parts Seven,What You Love You Must Love Now,0.456,0.119,70.357,0.0306,0.367,0.881,4.0,0.256,4,322160,-10.865,0.0693,1,Alternative & Punk,Indie Rock,Post-Rock,Melancholy
Ocean Sounds,Gay Head Beach,0.994,0.941,82.965,0.0653,0.557,0.0997,4.0,0.0844,7,1199720,-19.811,1e-05,1,Other,New Age,General New Age,Other
Ravyn Lenae,Alive,0.722,0.332,171.183,0.279,0.0194,0.0536,4.0,0.686,9,183589,-12.478,0.442,1,Urban,Contemporary R&B/Soul,Neo-Soul,nan
Bella Ruse,Like Spinning Plates,0.325,0.116,140.279,0.0313,0.865,0.731,4.0,0.308,1,173907,-8.041,0.0505,1,Alternative & Punk,Alternative,Alternative Rock,Melancholy
Mark-Anthony Turnage,Twice Through the Heart: No. 3. Love,0.0603,0.0929,171.28,0.0481,0.95,0.00108,3.0,0.213,7,231547,-23.161,0.0392,1,Classical,Other Classical,General Classical,nan
Bon Iver,Towers,0.334,0.273,91.592,0.0323,0.945,0.703,4.0,0.35,9,188040,-12.412,0.139,1,Alternative & Punk,Alternative Folk,Alternative Folk,Romantic
Hydraulix,Buggin,0.931,0.162,154.931,0.4,0.127,0.00323,4.0,0.735,1,192000,-5.185,0.736,1,Electronica,Dubstep,Dubstep,Defiant
Adrian Lux,Torn Apart - Fehrplay Remix,0.849,0.0961,125.999,0.029,0.00821,0.658,4.0,0.507,8,357750,-8.418,0.147,1,Electronica,House,General House,Excited
Young Guns,Mad World,0.931,0.339,135.97,0.13,2e-05,0.404,4.0,0.298,2,174253,-6.185,0.381,1,Alternative & Punk,Alternative,Alternative Rock,Defiant
SelloRekt / LA Dreams,Beta Girl Lost in Forever,0.777,0.11,123.998,0.0374,3.97e-05,0.816,4.0,0.644,1,216774,-7.621,0.561,1,Electronica,Dance & Club,Club Dance,Excited
Grace Potter,Something That I Want,0.83,0.435,168.937,0.0547,0.016,0.00075,4.0,0.554,5,163280,-5.791,0.945,1,Rock,Adult Alternative Rock,Adult Alternative Rock,nan
Gravenhurst,Nicole,0.104,0.124,99.203,0.0308,0.928,0.007,3.0,0.607,11,313827,-19.608,0.107,1,Alternative & Punk,Indie Rock,Lo-Fi,Sentimental
Project 46,Stars (feat. Haley),0.743,0.322,122.012,0.0562,0.385,0.00187,4.0,0.427,4,232177,-6.33,0.244,1,Electronica,Dance & Club,Club Dance,Energizing
Blake Shelton,Neon Light,0.78,0.0635,154.056,0.048,0.0189,1.01e-06,4.0,0.666,2,221402,-5.847,0.918,1,Traditional,Country,Contemporary Country,Rowdy
The Arcadian Wild,Hers,0.187,0.118,132.937,0.0579,0.971,0.898,4.0,0.302,8,161750,-18.961,0.0969,1,Traditional,Folk,Traditional U.S. Folk,Sentimental
Gyrgy Kurtg,"Gottes Zeit ist die allerbeste Zeit, BWV 106 (Arr. by G. Kurtag for Piano 4 Hands)",0.00805,0.0726,69.354,0.0397,0.995,0.92,4.0,0.533,3,150093,-34.339,0.071,1,Classical,Other Classical,Classical Solo Instrumental,Tender
EMF,Unbelievable,0.849,0.141,104.074,0.0362,0.000341,0.0386,4.0,0.637,1,209813,-6.855,0.93,1,Alternative & Punk,Alternative,Alternative Dance,Defiant
Mitch Hedberg,Frogs And Bears,0.391,0.469,55.484,0.874,0.49,0.000277,4.0,0.406,1,180000,-14.742,0.631,1,Other,Comedy,Comedy,Other
A Nighthawk,How It Goes,0.409,0.148,78.011,0.0267,0.575,0.491,4.0,0.584,5,275840,-11.825,0.374,1,Alternative & Punk,Alternative,Alternative Rock,Sensual
The Wind and The Wave,Don't You (Forget About Me),0.953,0.367,119.978,0.0387,0.00324,0.0295,4.0,0.622,2,249587,-4.409,0.658,1,Alternative & Punk,Alternative Folk,Alternative Folk,Brooding
Dyro,Surrenda,0.998,0.26,155.006,0.186,0.00494,0.0399,4.0,0.559,1,184000,-1.57,0.529,1,Electronica,House,Progressive House,Aggressive
Wild Belle,Backslider,0.541,0.0862,193.111,0.102,0.469,0.0153,3.0,0.578,7,204307,-8.855,0.746,1,Alternative & Punk,Indie Rock,Indie Pop,Yearning
Chuck Berry,You Never Can Tell,0.837,0.3,157.225,0.114,0.754,4.11e-05,4.0,0.605,7,161947,-10.059,0.93,1,Rock,50's Rock,Early Rock & Roll,Upbeat
Wet,All the Ways - Branchez Remix,0.58,0.0874,112.052,0.0448,0.113,0.0172,4.0,0.701,8,215240,-7.015,0.217,1,Electronica,House,Deep House,Excited
First Aid Kit,My Silver Lining,0.725,0.214,101.854,0.0337,0.026,0.000133,4.0,0.477,2,215493,-4.671,0.417,1,Alternative & Punk,Alternative Folk,Alternative Folk,Yearning
Longpigs,She Said,0.87,0.188,168.352,0.0606,0.000147,0.000488,4.0,0.21,5,264067,-5.985,0.511,1,Alternative & Punk,Brit Pop,Brit Pop,Empowering
Franz Schubert,Piano Sonata D.960 in B Flat Major: I. Molto moderato,0.0122,0.0682,109.614,0.044,0.993,0.911,5.0,0.349,10,1273920,-28.584,0.0391,1,Classical,Romantic Era,Romantic Era Instrumental,Stirring
Kylian Rebour,The World is Turning,0.00713,0.0995,69.326,0.062,0.995,0.924,4.0,0.321,7,118583,-29.271,0.299,1,Alternative & Punk,Indie Rock,Jangle Pop,Defiant
Michael Jackson,Gone Too Soon,0.186,0.097,144.298,0.0332,0.89,0.00271,4.0,0.243,11,201733,-12.736,0.117,1,Urban,Contemporary R&B/Soul,New Jack Swing,Empowering
Higherself,Work It Out (feat. Sweedish),0.896,0.356,124.932,0.0592,0.0275,0.00295,3.0,0.677,6,186240,-4.798,0.326,1,Urban,Classic R&B/Soul,Classic Soul,Rowdy
Erma Franklin,Piece of My Heart,0.783,0.08,160.841,0.0528,0.139,0.0214,4.0,0.467,8,157267,-5.207,0.591,1,Urban,Classic R&B/Soul,Deep Soul,Upbeat
The Mambo Brothers,Momento - Radio Edit,0.904,0.979,125.013,0.0321,5.57e-05,0.878,4.0,0.584,2,165047,-5.175,0.499,1,Electronica,House,Tech House,Excited
Years & Years,King - Acoustic,0.18,0.106,91.964,0.0401,0.955,2.03e-06,4.0,0.446,2,243573,-8.815,0.309,1,Electronica,Electronica Mainstream,Pop Electronica,Sophisticated
Carlene Carter,Every Little Thing,0.937,0.103,148.826,0.0372,0.39,2.16e-06,4.0,0.63,4,194386,-4.839,0.841,1,Traditional,Country,Urban Cowboy,Excited
Wolfgang Amadeus Mozart,"Violin Concerto No. 3 in G Major, K. 216: II. Adagio (Cadenza: Yakov Kreizberg)",0.0529,0.0808,92.457,0.0432,0.958,0.203,4.0,0.18,2,500573,-25.866,0.117,1,Classical,Classical Era,Classical Era Instrumental,Stirring
Tyga,Rack City,0.328,0.12,98.95,0.374,0.0471,1.54e-05,4.0,0.927,1,203200,-10.969,0.243,1,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,Defiant
Charles Koechlin,"Les heures persanes, Op. 65: No. 1. Sieste, avant le depart: Lent",0.000634,0.0904,66.325,0.0482,0.995,0.88,4.0,0.306,11,214613,-43.244,0.0703,1,Classical,Other Classical,Classical Solo Instrumental,Serious
Chris Call,Stitches - Sleep Version,0.055,0.0997,129.996,0.0358,0.639,0.913,4.0,0.619,3,203605,-31.344,0.344,1,Pop,Western Pop,Adult Alternative Pop,Somber
Jacques Champion de Chambonnires,"Suite in A Minor: I. Allemande ""La rare""",0.248,0.081,80.906,0.0337,0.824,0.0395,4.0,0.377,11,146189,-16.941,0.208,1,Classical,Other Classical,Classical Solo Instrumental,Peaceful
Placebo,Life's What You Make It,0.935,0.352,93.976,0.0879,0.00052,0.000532,4.0,0.464,1,318383,-5.343,0.326,1,Alternative & Punk,Brit Rock,Brit Rock,Empowering
Tiger Army,Outlaw Heart,0.913,0.225,111.569,0.0378,0.00253,7.01e-06,4.0,0.586,1,238773,-6.012,0.813,1,Alternative & Punk,Rockabilly Revival,Rockabilly Revival,Upbeat
Italian Restaurant Music of Italy,Classical Mandolin Melody,0.41,0.226,90.92,0.0386,0.748,0.308,4.0,0.57,5,142027,-12.015,0.856,1,Other,Data & Other,Data & Other,Easygoing
Erica Campbell,I Luh God (feat. Big Shizz),0.572,0.094,151.794,0.147,0.00277,9.52e-05,4.0,0.649,11,188671,-7.455,0.336,1,Other,Religious,Contemporary Gospel,Cool
Manchester Orchestra,I've Got Friends,0.898,0.287,164.727,0.0544,0.000272,0.000708,4.0,0.396,6,297493,-5.428,0.36,1,Alternative & Punk,Indie Rock,General Indie Rock,Defiant
Goldroom,Fifteen,0.92,0.157,89.01,0.0314,0.657,0.786,3.0,0.528,1,300000,-6.949,0.753,1,Electronica,House,General House,Yearning
The Shires,I Just Wanna Love You,0.398,0.155,145.9,0.0278,0.435,5.23e-06,4.0,0.587,3,233053,-9.965,0.319,1,Traditional,Country,Contemporary Country,Empowering
The Police,Every Little Thing She Does Is Magic - Remastered 2003,0.745,0.179,163.913,0.0335,0.127,0.0792,4.0,0.535,2,260573,-10.123,0.365,1,Alternative & Punk,New Wave Rock,New Wave Rock,Upbeat
Stay Ali,97,0.738,0.0847,194.028,0.0623,0.0678,0.721,4.0,0.547,7,292000,-8.571,0.35,1,Electronica,Techno,Electro,Sensual
Petri Kuljuntausta,Canvas,0.073,0.0852,68.081,0.0478,0.985,0.875,3.0,0.0619,10,619920,-24.622,0.029,1,Classical,Other Classical,General Classical,Peaceful
Simple Minds,Don't You (Forget About Me),0.63,0.096,111.293,0.0259,0.0813,0.0108,4.0,0.67,2,260867,-12.699,0.693,1,Alternative & Punk,New Romantic,New Romantic,Empowering
X,Los Angeles,0.755,0.0831,92.622,0.0276,0.0162,1.9e-06,4.0,0.614,2,144787,-5.829,0.658,1,Alternative & Punk,Punk,Old School Punk,Rowdy
Drake,With You,0.41,0.112,127.956,0.262,0.132,0.000188,4.0,0.876,1,195053,-10.034,0.831,1,Urban,Contemporary R&B/Soul,Urban Crossover,nan
Video Games Live,Still Alive (Live!) [feat. Laura Intravia & Tommy Tallarico],0.849,0.492,119.958,0.318,0.823,1.86e-06,4.0,0.475,2,274785,-9.568,0.248,1,Other,Data & Other,Data & Other,Aggressive
Brett Dennen,Wild Child,0.657,0.125,150.013,0.0404,0.0802,1.92e-06,4.0,0.708,4,217120,-7.047,0.781,1,Pop,Western Pop,Adult Alternative Pop,Yearning
Jellyfishes,Sunshine kisses,0.732,0.0982,75.21,0.0368,0.198,0.52,4.0,0.452,7,256018,-7.937,0.531,1,Pop,Chinese Pop,General Chinese Pop,Urgent
Vulpey,Sever,0.836,0.109,99.998,0.12,0.0332,8.07e-05,4.0,0.761,1,243599,-2.439,0.655,1,Electronica,Dubstep,Dubstep,Energizing
Joy Williams,Until the Levee,0.328,0.104,126.043,0.0494,0.0843,3.15e-05,4.0,0.446,2,160120,-9.653,0.049,1,Other,Religious,Christian Pop,Brooding
George Frideric Handel,"Apollo e Dafne, HWV 122: Part I: Aria: Felicissima quest'alma (Most fortunate is this soul) (Dafne)",0.0244,0.103,137.082,0.0501,0.986,0.209,3.0,0.284,6,396293,-29.064,0.172,1,Classical,Other Classical,General Classical,Tender
Codeko,Lunar,0.941,0.36,128.017,0.0636,0.0156,1.8e-05,4.0,0.596,1,230625,-3.838,0.254,1,nan,nan,nan,nan
Lpsley,Hurt Me,0.733,0.16,137.904,0.129,0.676,7.06e-05,4.0,0.661,8,231467,-5.345,0.575,1,Traditional,Electric Blues,General Electric Blues,Rowdy
Andrew James & The Steady Tiger,Under the Umbrella,0.251,0.111,147.175,0.0361,0.883,0.000948,4.0,0.388,5,276693,-15.656,0.145,1,Traditional,Folk,Traditional U.S. Folk,nan
Devin Townsend Project,Secret Sciences,0.922,0.122,107.007,0.0465,0.000238,0.496,4.0,0.536,11,448235,-6.135,0.443,1,Rock,Metal,Progressive Metal,Empowering
Wolfgang Amadeus Mozart,"Deh, vieni alla finestra",0.0238,0.0798,69.029,0.0447,0.992,0.927,4.0,0.336,2,73000,-33.71,0.476,1,Classical,Classical Era,Classical Era Instrumental,Stirring
Big Hat,Feather in the Breeze,0.949,0.34,97.334,0.0808,0.000887,0.0114,4.0,0.551,9,259806,-4.849,0.555,1,Rock,Mainstream Rock,General Mainstream Rock,Urgent
Super8 & Tab,Moonbow,0.951,0.722,127.994,0.0593,0.00128,0.716,4.0,0.512,7,187000,-4.995,0.12,1,Electronica,Trance,Trance,nan
Sly & The Family Stone,Thank You (Falettinme Be Mice Elf Agin) - single master,0.765,0.0885,105.86,0.0613,0.362,0.000232,4.0,0.899,9,288107,-10.975,0.934,1,Urban,Classic R&B/Soul,Classic Soul,Energizing
The Morning Benders,Excuses,0.806,0.237,96.156,0.0395,0.365,0.0551,3.0,0.438,5,317427,-5.717,0.473,1,Alternative & Punk,Indie Rock,Neo-Psychedelic,Gritty
John Hammond,Evil (Is Going On),0.738,0.22,66.242,0.0588,0.245,0.000158,3.0,0.47,4,214387,-4.578,0.527,1,Traditional,Acoustic Blues,General Acoustic Blues,Brooding
Joe Cocker,You Are So Beautiful,0.198,0.142,122.191,0.0408,0.91,0.00547,4.0,0.383,1,163093,-11.831,0.0772,1,Rock,70's Rock,Classic Pop-Rock,Empowering
Children Music Unlimited,Frog Went A-Courtin',0.458,0.102,140.08,0.0484,0.38,4.11e-05,4.0,0.851,2,213734,-10.965,0.583,1,Other,Children's,General Children's Music,Easygoing
Bill Haley & His Comets,(We're Gonna) Rock Around The Clock - Single Version,0.643,0.269,179.167,0.214,0.334,5.36e-06,4.0,0.686,9,131982,-12.508,0.737,1,Rock,50's Rock,Early Rock & Roll,Lively
Widowspeak,Stoned,0.454,0.112,97.857,0.0232,0.304,0.357,4.0,0.62,5,191279,-8.907,0.306,1,Alternative & Punk,Indie Rock,Dream Pop,Brooding
Ellen DeGeneres,Airplanes,0.956,0.667,167.112,0.878,0.914,0.000187,3.0,0.396,2,689840,-15.095,0.0356,1,Other,Comedy,Comedy,Other
Soul Secret,Without Air,0.133,0.115,112.02,0.0463,0.699,0.864,4.0,0.8,1,248863,-16.597,0.161,1,Pop,Western Pop,Pop Vocal,nan
Nightly,Xo,0.771,0.416,92.029,0.0292,0.000609,0.00013,4.0,0.613,7,185911,-6.963,0.607,1,Alternative & Punk,Alternative,Alternative Pop,Excited
Ludwig van Beethoven,"Piano Concerto No. 5 in E-Flat Major, Op. 73: I. Allegro",0.152,0.0896,128.567,0.0374,0.975,0.913,4.0,0.311,3,1217600,-17.722,0.108,1,Classical,Other Classical,Classical Solo Instrumental,Stirring
Camille Saint-Sans,"Romance for Horn and Piano in E Major, Op. 67 (Moderato)",0.00453,0.0783,65.412,0.0474,0.995,0.969,4.0,0.266,5,203000,-26.392,0.214,1,Classical,Other Classical,General Classical,Somber
Stephan-Knig-Trio,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air (On a G String)",0.0255,0.0616,120.281,0.0599,0.986,0.906,4.0,0.555,2,237000,-31.733,0.14,1,Classical,Other Classical,Classical Solo Instrumental,Somber
Aqua Club,So Sweet,0.518,0.0996,84.002,0.0277,0.167,0.745,4.0,0.547,8,234977,-10.088,0.343,1,Jazz,Early Jazz,New Orleans Jazz,Romantic
Marielle V Jakobsons,The Beginning Is the End,0.218,0.058,89.535,0.0386,0.929,0.911,4.0,0.0994,2,346147,-13.861,0.0332,1,Other,New Age,Contemporary Instrumental,Romantic
Joshua Radin,Only You,0.255,0.0841,98.088,0.0311,0.362,1.77e-05,4.0,0.545,8,149013,-14.844,0.806,1,Alternative & Punk,Alternative Folk,Alternative Folk,Empowering
Jimmy Cliff,I Can See Clearly Now,0.662,0.0484,120.082,0.0347,0.00482,0.000505,4.0,0.799,7,196000,-8.585,0.725,1,Other,Reggae,Roots Reggae,Excited
Dmitri Shostakovich,"Violin Concerto No. 1 in A Minor, Op. 77: I. Nocturne. Moderato",0.0464,0.087,75.865,0.0455,0.803,0.111,3.0,0.129,5,785387,-26.972,0.0325,1,Classical,Modern Era,Modern Era Instrumental,Romantic
Skott,Wolf,0.563,0.0714,99.986,0.0388,0.228,0.000343,4.0,0.582,1,223200,-9.314,0.296,1,Electronica,Electronica Mainstream,Pop Electronica,Sophisticated
Neguim Beats,Smooth Ambient,0.456,0.0886,173.905,0.094,0.0258,0.147,4.0,0.639,11,220690,-10.381,0.45,1,Urban,Contemporary R&B/Soul,Urban Crossover,Sensual
Amon Tobin,Easy Muffin,0.486,0.577,170.103,0.0433,0.329,0.403,4.0,0.526,6,271253,-10.836,0.263,1,Electronica,"Downtempo, Lounge & Ambient",Ambient Electronica,Sensual
Wolfgang Amadeus Mozart,"Piano Concerto No. 20 in D Minor, K. 466: II. Romance",0.0287,0.0935,78.458,0.0331,0.99,0.899,4.0,0.195,10,598267,-24.989,0.0675,1,Classical,Classical Era,Classical Era Instrumental,nan
Nirvana,Molly's Lips - BBC John Peel Session 1990,0.909,0.0803,167.199,0.0527,4.14e-05,0.0332,4.0,0.327,7,114133,-9.326,0.716,1,Alternative & Punk,Alternative,Grunge,Excited
Valentino Khan,Slam Dunk (feat. Kstylis),0.979,0.0984,149.997,0.143,0.00978,0.000156,4.0,0.717,9,217600,1.258,0.537,1,Electronica,Dance & Club,Club Dance,Aggressive
Silences,The Sea,0.578,0.0964,165.918,0.0293,0.302,0.0194,4.0,0.373,9,210834,-7.17,0.262,1,Alternative & Punk,Indie Rock,Indie Pop,Brooding
Corderoy,No Bounds,0.783,0.0711,125.991,0.0287,0.00431,0.167,4.0,0.619,7,259701,-7.574,0.173,1,Other,Religious,Christian Rock & Metal,Yearning
Svarttjern,All Hail Satan,0.997,0.131,160.365,0.117,2.22e-06,0.0904,4.0,0.143,4,282024,-3.654,0.0718,1,Rock,Metal,Black Metal,Defiant
Aaradhna,Wake Up,0.811,0.161,131.947,0.0316,0.00625,0.00419,4.0,0.572,3,231027,-4.156,0.936,1,Urban,Classic R&B/Soul,R&B/Soul,Excited
Dierks Bentley,Black,0.656,0.117,120.037,0.0413,0.27,0.000279,4.0,0.663,1,211160,-6.548,0.555,1,Traditional,Country,Contemporary Country,Yearning
Calexico,Fortune Teller,0.461,0.158,133.687,0.0307,0.813,2.93e-05,4.0,0.639,4,237787,-12.726,0.446,1,Rock,Alternative Roots,Alt Country,Sentimental
Mr Eazi,Sample You (Remix) [feat. Lil Kesh],0.809,0.0375,105.512,0.0704,0.0529,2.6e-05,4.0,0.91,2,213812,-3.853,0.694,1,Traditional,Country,General Country,Cool
AC/DC,Shoot to Thrill,0.897,0.365,141.169,0.0705,0.000357,0.0944,4.0,0.453,2,317800,-5.376,0.497,1,Rock,70's Rock,Classic Hard Rock,Rowdy
Eric Church,Springsteen,0.809,0.185,104.023,0.0255,0.1,9.77e-05,4.0,0.692,2,263387,-5.935,0.93,1,Traditional,Country,Contemporary Country,Yearning
The Pellys,Shiny Things,0.773,0.132,108.0,0.0477,0.000139,0.0783,4.0,0.408,2,165505,-8.663,0.433,1,Alternative & Punk,Punk,Pop Punk,Aggressive
King Tuff,Headbanger,0.974,0.173,78.705,0.0642,0.000109,0.00108,4.0,0.275,9,208067,-3.003,0.272,1,Alternative & Punk,Garage Rock Revival,Garage Rock Revival,Excited
Giacomo Meyerbeer,Meyerbeer: Les Huguenots: Et maintenant je dois offrir - Act Two,0.582,0.669,96.93,0.279,0.896,0.0642,4.0,0.289,1,318893,-13.572,0.2,1,Classical,Other Classical,Opera,Serious
Amon Tobin,Nightlife,0.548,0.167,82.488,0.089,0.36,0.84,4.0,0.601,6,389613,-9.963,0.208,1,Electronica,"Downtempo, Lounge & Ambient",Ambient Electronica,Sensual
The Pretty Reckless,Take Me Down,0.935,0.674,110.997,0.0536,0.0082,0.0111,4.0,0.655,2,253213,-3.811,0.524,1,Alternative & Punk,Alternative,Alternative Rock,nan
Black Flag,Rise Above,0.816,0.0808,104.56,0.0578,0.119,8.01e-06,4.0,0.374,2,146560,-13.88,0.143,1,Alternative & Punk,Punk,Old School Punk,Aggressive
Lyn Collins,Think (About It),0.525,0.0536,112.714,0.252,0.223,0.0002,4.0,0.773,9,202960,-10.854,0.745,1,Urban,Classic R&B/Soul,Funk,Cool
Jamie Christopherson,The Only Thing I Know For Real (Maniac Agenda Mix),0.971,0.255,144.987,0.062,1.93e-06,0.525,4.0,0.458,1,146333,-6.416,0.586,1,Soundtrack,Game Music,Game Music,Aggressive
Pop Evil,If Only For Now,0.733,0.111,179.933,0.0283,0.000754,0.00556,4.0,0.437,6,230642,-6.151,0.412,1,Alternative & Punk,Alternative,Alternative Rock,Empowering
Roxanna Panufnik,4 World Seasons: IV. Indian Summer,0.328,0.129,121.878,0.0442,0.898,0.0905,4.0,0.225,1,327293,-17.698,0.186,1,Jazz,Bebop & Modern Jazz,Modern Jazz,Tender
Architects,Phantom Fear,0.989,0.0894,102.493,0.0701,7.61e-05,0.000114,4.0,0.466,1,246074,-4.592,0.294,1,Alternative & Punk,Emo & Hardcore,Hardcore,Defiant
White Lung,Hungry,0.931,0.102,184.845,0.13,2.25e-05,0.00511,4.0,0.318,8,175707,-5.805,0.257,1,Alternative & Punk,Indie Rock,Noise Rock,Urgent
John Mayer,Who Says,0.509,0.36,90.457,0.0287,0.267,0.00252,4.0,0.584,2,175480,-13.109,0.362,1,Rock,Adult Alternative Rock,Adult Alternative Rock,Empowering
Roy Rogers,Home On The Range,0.104,0.12,96.927,0.0298,0.98,3.16e-06,3.0,0.477,6,158840,-14.96,0.513,1,Traditional,Classic Country,Traditional Country,Sentimental
Ludwig van Beethoven,"String Quartet No. 13 in B-Flat Major, Op. 130: V. Cavatina, adagio molto espressivo",0.0347,0.115,173.568,0.0504,0.776,0.346,3.0,0.0826,3,438667,-30.389,0.0368,1,Classical,Classical Era,Classical Era Instrumental,nan
Jason Segel,Dracula's Lament,0.185,0.172,141.329,0.17,0.93,0.000456,5.0,0.653,4,83333,-13.608,0.383,1,Traditional,Classic Country,Neo-Traditional Country,Empowering
Orjan Nilsen,Go Fast! - Original Mix,0.959,0.635,134.021,0.0882,0.0106,0.842,3.0,0.511,7,215213,-8.984,0.0704,1,Electronica,Trance,Trance,Excited
Ludwig van Beethoven,"Symphonie No. 4 in B-Flat Major, Op. 60: II. Adagio",0.00727,0.0934,130.569,0.0386,0.933,0.229,4.0,0.211,3,582387,-25.978,0.0794,1,Classical,Classical Era,Classical Era Instrumental,Serious
Dietrich Buxtehude,"Sonata in F, BuxWV 269: II. Solo- Allegro",0.184,0.117,102.994,0.0558,0.856,0.0433,3.0,0.358,4,76173,-16.373,0.206,1,Classical,Baroque Era,Baroque Instrumental,Tender
Omnihility,Psychotic Annihilation,0.995,0.151,132.366,0.18,0.000399,0.83,4.0,0.309,8,241779,-2.236,0.13,1,Rock,Metal,Heavy Metal,Aggressive
Rihanna,We Found Love,0.741,0.0928,128.023,0.0572,0.0271,0.00256,4.0,0.744,1,215760,-4.981,0.574,1,Pop,Western Pop,Dance Pop,Excited
Heather Nova,Norwegian Wood,0.347,0.147,176.637,0.031,0.312,0.000143,3.0,0.276,2,143548,-10.402,0.501,1,Other,Data & Other,Data & Other,Gritty
